Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
71598,1066.952,400.0596424,228.747662,1.748912487,0.820404274,72858,301.9294701,0.664038879,0.982706086,0.790352791,0.754711143,0.005587581,0.001118218,0.56958891,0.996161157,0
63529,967.428,368.4339133,221.9855911,1.659719946,0.798110362,65036,284.4075158,0.775689866,0.976828218,0.852991252,0.771936311,0.00579946,0.001270262,0.595885668,0.989003329,1
36718,727.659,271.1585016,172.824467,1.568982138,0.770569578,37285,216.2193553,0.788786251,0.984792812,0.871431132,0.797391024,0.007384893,0.00184166,0.635832445,0.997609749,2
90176,1181.556,418.3022938,275.5283718,1.518182287,0.752421062,91791,338.8445797,0.784493858,0.982405682,0.811693768,0.810047147,0.004638732,0.001232027,0.656176381,0.996195358,0
56301,960.988,402.7083316,179.6841418,2.241201297,0.894938615,57012,267.7399104,0.84,0.987528941,0.766108081,0.664848202,0.007152774,0.000862073,0.442023132,0.990662817,2
57055,937.369,367.3171818,205.6747948,1.785912475,0.828534609,59620,269.5267746,0.664442348,0.956977524,0.815985423,0.733771214,0.006437949,0.001151251,0.538420195,0.961571343,2
54358,958.816,390.4237882,183.0547591,2.132825118,0.883271595,56614,263.0793705,0.720546129,0.960151199,0.743023908,0.67383028,0.007182453,0.000913387,0.454047246,0.968403371,2
49888,810.547,286.4899201,222.0352076,1.290290505,0.631937605,50224,252.0305029,0.764391328,0.993309971,0.954222279,0.87971857,0.005742662,0.002121622,0.773904763,0.998561967,3
70114,1011.797,371.3716281,241.1225214,1.540178105,0.760553252,71138,298.7840649,0.775580186,0.985605443,0.860652498,0.80454198,0.005296683,0.001368922,0.647287797,0.996938493,0
61083,971.338,398.6108324,198.384006,2.009289158,0.867355873,61675,278.8786315,0.79123057,0.990401297,0.813559769,0.699626324,0.006525725,0.000964435,0.489476994,0.983500817,2
68590,1012.976,387.9502601,228.0039397,1.701506828,0.809068494,69600,295.5190356,0.746582201,0.985488506,0.839986594,0.761744651,0.005656076,0.001174715,0.580254914,0.987307697,1
43059,765.563,272.9272886,201.0562171,1.357467541,0.676256907,43472,234.1461543,0.774526028,0.990499632,0.923234303,0.857906717,0.006338449,0.002117986,0.736003936,0.999101453,3
39514,721.708,258.2234064,195.1428176,1.323253449,0.654902796,39854,224.3006629,0.763334299,0.991468861,0.95331806,0.868630253,0.006534985,0.002294902,0.754518516,0.998419229,3
40804,790.802,323.4756481,163.2877166,1.981016422,0.863241374,41636,227.9325918,0.787569967,0.980017293,0.819930582,0.704636015,0.007927547,0.00120553,0.496511914,0.983598255,2
63962,979.26,377.9745192,216.816579,1.743291592,0.819116286,64599,285.3751001,0.81929038,0.990139166,0.83817725,0.755011477,0.005909361,0.001184498,0.570042331,0.993750003,1
71003,1076.435,365.1088878,248.9703306,1.466475491,0.731438824,72459,300.6722924,0.716160332,0.979905878,0.770035846,0.823514032,0.005142161,0.001458846,0.678175361,0.994527545,0
57781,958.226,381.7761337,194.1116939,1.966785854,0.861095198,58475,271.2361593,0.659781219,0.98813168,0.790786081,0.710458657,0.006607295,0.001038386,0.504751504,0.992738117,2
62417,971.942,325.2218476,245.4771635,1.324855815,0.655956014,63584,281.9074186,0.737528063,0.981646326,0.830294299,0.866815746,0.005210469,0.001814528,0.751369538,0.995456302,0
52085,888.297,366.1065719,181.5337377,2.016741221,0.868408507,52484,257.5202549,0.806281831,0.992397683,0.829480425,0.703402437,0.007029021,0.001061427,0.494774988,0.997833115,2
48396,861.023,341.8154886,181.4293033,1.884014778,0.847508765,48942,248.2331586,0.704413135,0.988843938,0.820332328,0.72621975,0.007062887,0.001211809,0.527395125,0.993620209,2
81139,1149.98,439.3938611,235.6269835,1.864785835,0.844056274,82672,321.4177709,0.767598505,0.981456841,0.771008099,0.731502643,0.005415323,0.000956462,0.535096117,0.99783966,0
42143,746.003,268.700672,199.9897732,1.343572062,0.667862582,42468,231.6422546,0.803182771,0.992347179,0.95159941,0.8620829,0.006375927,0.002172297,0.743186927,0.998525192,3
52772,903.547,361.5211964,186.6833667,1.936547443,0.856357806,53505,259.2130345,0.642957223,0.986300346,0.812291523,0.717006464,0.006850625,0.001116869,0.514098269,0.995575688,2
63253,1006.449,352.1086291,230.0762332,1.530399834,0.756992114,64388,283.789043,0.783920781,0.982372492,0.784706856,0.805970145,0.005566671,0.001448942,0.649587875,0.994129177,0
45646,771.593,274.6355365,211.9024499,1.296047009,0.636135998,45953,241.0773574,0.779274434,0.993319261,0.963465198,0.877808315,0.00601664,0.002203599,0.770547437,0.998665701,3
57440,964.157,393.173053,187.7485852,2.094146556,0.878620065,58090,270.4346122,0.630280686,0.988810467,0.776477325,0.687825908,0.006844935,0.000945068,0.47310448,0.990750116,2
36587,705.861,248.4867776,187.7498487,1.323499216,0.655064694,36985,215.8333042,0.751705293,0.989238881,0.922780249,0.8685907,0.006791669,0.002384608,0.754449805,0.998513726,3
64882,1016.19,420.3620493,197.3512207,2.130020011,0.882943555,65483,287.4201248,0.601862674,0.990822045,0.789558401,0.683744228,0.00647887,0.000873482,0.467506169,0.995797495,2
71467,1046.223,397.8668367,232.0161155,1.714824144,0.812364372,73216,301.6531295,0.771223845,0.976111779,0.820477903,0.758176107,0.005567141,0.001134729,0.57483101,0.985734095,1
46826,851.033,348.0576898,172.3589988,2.019376373,0.868777645,47442,244.1735344,0.810138408,0.987015724,0.812463994,0.701531791,0.007433001,0.001110538,0.492146853,0.993829728,2
72404,1074.953,424.6557136,220.869683,1.922652796,0.854096417,74367,303.624169,0.755656675,0.973603883,0.787396485,0.714989012,0.005865086,0.000945478,0.511209287,0.982877965,1
36439,689.312,237.3111158,195.7067932,1.212584969,0.565593065,36736,215.3963226,0.799276157,0.991915287,0.963706162,0.907653743,0.006512558,0.002726542,0.823835318,0.998970323,3
71606,1026.442,386.2098794,236.771031,1.63115343,0.790033936,72418,301.9463377,0.77616632,0.988787318,0.854064066,0.7818193,0.005393541,0.001243023,0.611241418,0.997028536,0
42515,763.56,237.0209156,228.6913629,1.036422681,0.262774375,43038,232.6623718,0.769864552,0.987847948,0.916359125,0.981611143,0.005574995,0.003192877,0.963560435,0.99865589,3
42888,750.734,253.1718813,215.8321307,1.17300367,0.522707241,43254,233.68076,0.792856747,0.991538355,0.956254492,0.923012298,0.005903094,0.002642953,0.851951703,0.999342474,3
72775,1047.307,372.3997455,249.1056703,1.494946884,0.743334324,73788,304.4010642,0.786892868,0.98627148,0.833765778,0.817404061,0.005117138,0.00140914,0.668149398,0.998847861,0
69693,1028.815,401.549167,223.9066604,1.793377501,0.830105017,71239,297.8856888,0.815981735,0.978298404,0.827417017,0.741841132,0.005761686,0.001076398,0.550328266,0.98694633,1
55387,883.864,328.4568228,215.2324142,1.526056492,0.755382833,55945,265.5577501,0.80264035,0.990025918,0.890936632,0.808501245,0.005930215,0.00156305,0.653674263,0.997543852,0
51258,904.151,379.080737,172.9812576,2.19145555,0.889816913,51801,255.4676351,0.602978543,0.989517577,0.787933539,0.673913523,0.007395543,0.00094095,0.454159437,0.995270219,2
50714,896.493,373.6079891,173.9128473,2.14824836,0.885050233,51216,254.1083829,0.725024304,0.990198376,0.79294657,0.68014708,0.00736696,0.000972477,0.462600051,0.9937798,2
49949,823.828,299.1147955,212.9170718,1.404841768,0.702357943,50448,252.1845396,0.757560591,0.990108627,0.924833526,0.84310286,0.005988404,0.001866436,0.710822433,0.998593043,3
72849,1034.771,396.4643369,236.4517449,1.67672409,0.80268661,74297,304.5557873,0.79046224,0.980510653,0.854958355,0.768179528,0.005442276,0.001168991,0.590099788,0.98943453,1
75754,1051.198,381.6775635,254.8511075,1.497649225,0.744418714,76767,310.5688144,0.723623755,0.986804226,0.861482345,0.813694186,0.005038382,0.001362435,0.662098228,0.991590899,0
75761,1040.267,407.3840149,237.768531,1.713363889,0.812007371,76319,310.583163,0.755479548,0.992688583,0.879763458,0.762384266,0.005377226,0.001120556,0.581229768,0.995858096,1
63409,990.243,374.8087513,218.0335152,1.719041915,0.81338955,64645,284.13878,0.764369063,0.980880192,0.812600726,0.758090036,0.005910971,0.001204264,0.574700503,0.987934254,1
84146,1141.257,451.5574916,239.2381116,1.887481424,0.848118524,85277,327.3194384,0.772137496,0.986737338,0.81185119,0.724867696,0.005366357,0.000913891,0.525433176,0.991745359,1
87968,1147.645,412.4432531,272.4215534,1.513989066,0.750820106,89304,334.6704891,0.695718195,0.985039864,0.839304293,0.811434025,0.00468856,0.001253811,0.658425177,0.996848519,0
80388,1087.792,428.2023715,241.2282038,1.775092484,0.826217726,81386,319.9268362,0.768175216,0.987737449,0.853708031,0.747139338,0.005326695,0.001023868,0.55821719,0.990887138,1
60090,979.426,375.6817187,207.4573168,1.81088681,0.833701324,61492,276.6025384,0.814227642,0.977200286,0.787170501,0.736268295,0.006251984,0.001133293,0.542091002,0.981665445,2
41548,813.415,321.6418575,165.8641251,1.939188823,0.856781543,42304,230.00121,0.658561714,0.982129349,0.789106523,0.715084821,0.007741452,0.001248626,0.511346301,0.991597031,2
33168,680.621,234.315548,180.5827539,1.297552191,0.637220052,33542,205.5013606,0.761240274,0.9888498,0.899742964,0.877028274,0.007064506,0.002578196,0.769178593,0.998049369,3
55823,942.888,390.9030875,183.352648,2.13197405,0.883172218,56438,266.6009211,0.804632659,0.989103087,0.789046902,0.68201283,0.007002545,0.000934557,0.465141501,0.991669609,2
84228,1118.273,426.1572737,253.547419,1.68077938,0.803753769,85117,327.4788854,0.764340227,0.989555553,0.846390293,0.768446078,0.005059568,0.001088295,0.590509374,0.99251598,1
50190,880.335,361.2338058,178.2027794,2.027094117,0.869849603,50882,252.7921928,0.771963824,0.986399906,0.813825179,0.699802147,0.007197326,0.001064761,0.489723045,0.992714703,2
36847,691.017,235.6207493,199.3110295,1.182176169,0.533345317,37168,216.59884,0.765095515,0.991363539,0.969693612,0.919268955,0.006394571,0.002816836,0.845055412,0.99900437,3
80728,1107.051,425.1260411,244.0028531,1.742299468,0.818887441,81858,320.6026855,0.788829283,0.986195607,0.827749258,0.754135608,0.005266154,0.001050681,0.568720515,0.990881451,1
52425,902.771,363.5620574,184.3698847,1.971916715,0.861874982,53064,258.3594069,0.813699013,0.987957938,0.808338202,0.710633581,0.006934899,0.001090945,0.505000087,0.995818113,2
80987,1094.035,425.6211603,244.0051867,1.744311939,0.819351167,81826,321.1165692,0.761356372,0.989746535,0.850281527,0.754465706,0.005255426,0.001050378,0.569218502,0.992894628,1
64252,966.933,378.9307449,217.7462558,1.740240004,0.818410945,65281,286.0213055,0.746768945,0.984237374,0.863582335,0.754811557,0.005897571,0.001180884,0.569740486,0.991485186,1
69637,1008.888,393.4145063,227.6931827,1.72782734,0.815496835,70819,297.7659856,0.740496167,0.983309564,0.859733806,0.756875969,0.005649504,0.001143639,0.572861232,0.989805299,1
50797,974.217,375.3968403,173.4610732,2.164156104,0.886841436,51745,254.3162385,0.586177849,0.981679389,0.672568496,0.67745972,0.007390138,0.00096021,0.458951673,0.993243064,2
61464,948.743,361.5067374,217.5064023,1.662051018,0.798747599,62161,279.7470203,0.789518304,0.988787182,0.858091332,0.773836256,0.005881601,0.001300983,0.598822552,0.995273632,1
59479,961.314,394.7540886,193.2560099,2.042648448,0.871969331,60261,275.1926868,0.819495729,0.987023116,0.808803437,0.697124348,0.006636865,0.000966905,0.485982357,0.992691108,2
52293,924.252,364.8771252,191.8304149,1.902081718,0.850645459,55421,258.0339426,0.661166743,0.943559301,0.769259067,0.707180376,0.006977552,0.001076474,0.500104084,0.951238836,2
74172,1096.388,400.5306373,236.3164665,1.694890936,0.807397059,75432,307.3088406,0.78430792,0.983296214,0.775391983,0.767254267,0.005400025,0.001154337,0.588679111,0.997746889,0
93156,1183.213,482.0496439,249.1389615,1.93486254,0.856086493,94313,344.3978848,0.800914781,0.987732338,0.83617048,0.714444848,0.005174649,0.00083164,0.510431442,0.987614675,1
41189,733.839,249.4969654,210.544397,1.185008811,0.53653891,41569,229.005379,0.78341829,0.990858572,0.96114638,0.917868394,0.006057369,0.002652073,0.842482389,0.998349054,3
44906,767.466,263.5482273,217.3843647,1.212360547,0.565370411,45287,239.1152337,0.776651678,0.99158699,0.958067144,0.907292135,0.005868887,0.00245315,0.823179017,0.997989764,3
77456,1095.843,400.1388351,248.4560947,1.610501186,0.7838702,78640,314.0382814,0.835681764,0.984944049,0.810528432,0.784823301,0.005166015,0.001208991,0.615947614,0.991984362,0
63580,984.893,395.1800767,206.249654,1.916027828,0.852998669,64343,284.5216516,0.787153964,0.988141678,0.823668175,0.719979747,0.006215478,0.001030233,0.518370836,0.993212947,2
33560,669.259,227.9361768,187.8565921,1.213352027,0.566352488,33897,206.7121649,0.739858907,0.990058117,0.941549974,0.906886164,0.0067919,0.002833885,0.822442514,0.997912291,3
68478,1070.054,361.963668,243.2780493,1.487859957,0.740454703,69587,295.2776618,0.686806078,0.984063115,0.751535573,0.815766023,0.005285839,0.001443963,0.665474204,0.99013242,0
43033,746.785,259.6430136,211.8346101,1.225687405,0.578237193,43303,234.0754522,0.744721722,0.993764866,0.969661864,0.901528021,0.006033579,0.002458508,0.812752772,0.996180837,3
49321,874.398,351.6781392,179.6752413,1.957298827,0.859635284,49963,250.5941891,0.711240897,0.987150491,0.810631408,0.712566865,0.007130394,0.001133955,0.507751537,0.993821488,2
78152,1091.403,379.4282692,262.7353851,1.444146053,0.721465159,79157,315.4460602,0.816481748,0.987303713,0.824479144,0.831372056,0.004855004,0.001430708,0.691179495,0.998164139,0
57062,947.339,387.1254322,188.784729,2.050618364,0.873034873,57764,269.543308,0.618444298,0.987847102,0.798998603,0.696268665,0.006784295,0.00098354,0.484790054,0.994119388,2
36044,691.115,233.5802244,196.6680712,1.187687575,0.539520807,36384,214.2256898,0.789538246,0.990655233,0.948292263,0.917139669,0.006480419,0.002828295,0.841145173,0.99901767,3
55310,911.785,359.7136066,198.4319793,1.812780419,0.834083115,56095,265.3730944,0.809951968,0.986005883,0.83604304,0.73773438,0.006503591,0.001188319,0.544252015,0.986609395,2
53444,944.057,393.2035226,174.8887391,2.248306693,0.895640265,54336,260.8582263,0.664379304,0.983583628,0.753550541,0.663417826,0.0073573,0.000879117,0.440123212,0.989531964,2
85822,1131.029,438.5409727,251.9410317,1.740649269,0.818505793,87602,330.5631017,0.724046874,0.979680829,0.843064911,0.753779287,0.00510989,0.001017579,0.568183213,0.989007695,1
90639,1168.399,405.8089767,286.5421369,1.416227928,0.708111103,92250,339.7133484,0.7805901,0.982536585,0.834339138,0.837126254,0.004477201,0.001356282,0.700780365,0.992464724,0
38241,705.456,246.3847077,197.8848539,1.245091289,0.595771529,38534,220.6580011,0.781161907,0.992396325,0.965604412,0.895583184,0.006442946,0.002556748,0.80206924,0.998649423,3
65144,978.923,371.2954818,224.2950351,1.655388768,0.796917841,65737,287.9998557,0.762185562,0.990979205,0.854254393,0.775662161,0.005699611,0.001272669,0.601651788,0.995967612,1
90015,1167.663,418.7300668,274.5442236,1.525182578,0.755056954,91331,338.5419584,0.771178164,0.985590873,0.829640056,0.808496894,0.004651781,0.001226062,0.653667228,0.996961868,0
46716,785.04,267.5060492,222.6182005,1.201636024,0.554477444,47132,243.8865691,0.786994609,0.991173725,0.952559126,0.911704875,0.005726219,0.002440421,0.831205779,0.998806807,3
69345,1024.41,394.1819523,225.7700803,1.745944156,0.819725905,70535,297.1410376,0.719465886,0.983128943,0.830380989,0.753816951,0.00568436,0.001132205,0.568239996,0.992115301,1
40504,740.479,245.5417356,210.4261872,1.166878224,0.51533727,40946,227.0931406,0.763189629,0.989205295,0.928287036,0.924865747,0.00606216,0.002736037,0.855376649,0.998120386,3
46371,810.787,281.3781027,210.3387961,1.337737535,0.664227155,46994,242.984343,0.738626951,0.986742988,0.886426584,0.863551004,0.006067976,0.002081496,0.745720336,0.997578084,3
51550,913.589,380.7034098,173.6775831,2.192012366,0.889876347,52297,256.1942594,0.778230676,0.985716198,0.776134181,0.672949737,0.007385129,0.000934261,0.452861348,0.992677675,2
35972,685.989,233.4929687,196.2922116,1.189517235,0.541536583,36336,214.0116186,0.761570055,0.989982387,0.96059461,0.916565581,0.006490964,0.002825811,0.840092465,0.999304466,3
43113,745.717,251.3654557,218.703287,1.149344663,0.492944019,43461,234.2929288,0.771072917,0.991992821,0.974249117,0.932080855,0.005830387,0.00271451,0.86877472,0.998521588,3
75990,1116.443,379.5325031,256.6100138,1.479024522,0.736790318,77909,311.052203,0.709364848,0.975368699,0.766113647,0.819566705,0.004994506,0.001389983,0.671689584,0.993445366,0
89673,1159.738,455.8639211,253.0981741,1.801134768,0.831713177,90645,337.8982239,0.821000879,0.989276849,0.837822054,0.741226073,0.005083625,0.000946577,0.549416091,0.989572423,1
88577,1163.072,460.1036468,248.9569388,1.848125419,0.840965451,90577,335.8269482,0.659094291,0.977919339,0.822844234,0.729894124,0.005194392,0.000909398,0.532745432,0.984580375,1
77282,1066.269,411.8031798,240.6022732,1.711551492,0.811562788,77964,313.6853495,0.675884627,0.991252373,0.85419033,0.761736103,0.005328578,0.001106647,0.580241891,0.993113875,1
98270,1195.813,465.2029826,271.949324,1.710623787,0.811334579,99879,353.7248225,0.719905644,0.983890508,0.863583387,0.760366627,0.004733927,0.000976098,0.578157407,0.989009813,1
48009,871.576,358.6658391,171.7180787,2.088690031,0.877940922,48629,247.2386647,0.826089201,0.987250406,0.794185582,0.689328722,0.007470804,0.001040525,0.475174088,0.99249138,2
65019,985.505,384.2500817,217.5845569,1.765980487,0.824228275,66378,287.7234123,0.780380955,0.979526349,0.841264351,0.748792065,0.005909812,0.001146036,0.560689557,0.990166817,1
71054,1020.761,404.5474784,225.7110946,1.792324294,0.829884823,71910,300.7802564,0.794449786,0.988096231,0.85693969,0.743498038,0.005693522,0.001073198,0.552789332,0.99077775,1
35702,689.386,233.5272374,194.8038188,1.19878162,0.551491834,36067,213.2069376,0.783970136,0.989879946,0.944011947,0.912985311,0.006541013,0.002803367,0.833542179,0.999235043,3
74267,1049.271,408.7938996,232.7689244,1.756221973,0.822057763,75168,307.5055792,0.739070726,0.988013516,0.847677011,0.752226439,0.005504381,0.001087133,0.565844615,0.993748746,1
38929,715.093,247.637228,200.4703634,1.235280985,0.58707518,39229,222.6340994,0.75030838,0.992352596,0.956660975,0.89903324,0.006361253,0.002563454,0.808260767,0.998429156,3
73333,1127.766,400.8524277,233.714887,1.715134337,0.81244007,74734,305.5658285,0.761774666,0.981253512,0.724554939,0.762290078,0.005466194,0.001138534,0.581086163,0.996640831,0
63897,1002.493,405.7742235,201.454325,2.014224433,0.868054449,64511,285.2300601,0.611477951,0.990482243,0.798964779,0.702927992,0.006350442,0.000956373,0.494107762,0.995243926,2
69667,1035.546,404.8892675,222.0585678,1.823344496,0.836188132,71209,297.8301183,0.781896745,0.978345434,0.816390951,0.735584127,0.00581178,0.001049587,0.541084008,0.986582547,1
67849,1022.629,389.9148165,222.0912704,1.75565125,0.821929521,68732,293.9184068,0.750641678,0.987153,0.815299369,0.753801585,0.005746803,0.001144549,0.56821683,0.997590588,0
88242,1146.332,426.3163276,266.4148514,1.600197306,0.780686444,90372,335.1912945,0.774841066,0.976430753,0.84384829,0.786250192,0.004831218,0.001138884,0.618189365,0.989224956,1
59986,985.188,403.0374108,189.9760985,2.121516411,0.88194039,60707,276.3630716,0.618055556,0.988123281,0.776643194,0.685700791,0.006718858,0.00091625,0.470185575,0.997506415,2
61204,953.807,376.0897293,208.6121823,1.802817674,0.832058917,61712,279.1547118,0.767150073,0.991768214,0.84541249,0.742255611,0.006144855,0.00115055,0.550943392,0.993250484,1
60340,980.964,345.4561468,222.9906301,1.549195797,0.763763481,61109,277.1773334,0.787646199,0.987415929,0.787968816,0.802351719,0.00572516,0.001463614,0.643768281,0.997323116,0
66636,989.086,372.4337403,230.845213,1.613348336,0.784736947,68019,291.2792308,0.779003975,0.979667446,0.855954489,0.782096785,0.005589077,0.001289917,0.611675381,0.986845458,1
60942,1020.605,413.9702693,187.8503174,2.203724088,0.891115115,61764,278.556573,0.678399679,0.986691276,0.735209624,0.672890286,0.006792857,0.000859032,0.452781337,0.997805139,2
57428,950.056,387.7882355,191.0338698,2.02994493,0.870242148,58271,270.4063619,0.661917935,0.985533113,0.799530703,0.697304191,0.006752599,0.000984781,0.486233135,0.987026487,2
54221,922.349,380.1850559,182.1473635,2.087238863,0.877759316,54903,262.7476382,0.672566921,0.987578092,0.800915732,0.691104593,0.007011768,0.000986694,0.477625558,0.996918626,2
78843,1090.744,420.5249115,243.2464944,1.728801529,0.815728197,80669,316.8375379,0.754557896,0.977364291,0.832774349,0.753433457,0.0053337,0.0010602,0.567661974,0.98137489,1
42054,749.694,262.2997011,204.3352616,1.28367321,0.62700595,42405,231.3975277,0.773677239,0.991722674,0.940262475,0.882187538,0.006237212,0.002330311,0.778254853,0.999024905,3
61493,957.394,371.099128,211.8087959,1.752047768,0.821116453,62177,279.8130078,0.753000098,0.988999148,0.843051571,0.754011494,0.006034819,0.00120325,0.568533332,0.996097556,1
58294,917.877,342.5758264,218.1332902,1.570488512,0.771074821,59011,272.4375635,0.703269393,0.987849723,0.869490308,0.795262078,0.005876691,0.001449952,0.632441773,0.993242539,0
60880,970.236,354.037596,219.7636533,1.610992494,0.784020164,61670,278.4148406,0.688423005,0.987189882,0.812699024,0.786399083,0.005815335,0.001371913,0.618423517,0.996275644,0
50789,877.97,361.3987264,179.8400993,2.009555866,0.867393771,51342,254.2962116,0.718525854,0.989229091,0.827980623,0.70364446,0.007115689,0.001075994,0.495115526,0.994962309,2
59302,949.017,381.9898368,198.7499853,1.921961585,0.85398248,59875,274.782917,0.817507582,0.990430063,0.827429919,0.719346146,0.006441433,0.001063932,0.517458878,0.994536086,2
61013,943.385,336.5838735,231.2578523,1.45544841,0.726587942,61950,278.7187908,0.784874447,0.984874899,0.861498073,0.828081238,0.005516593,0.001600083,0.685718538,0.998027955,0
42030,745.326,256.8478441,208.924403,1.22938173,0.581680997,42433,231.3314896,0.778765981,0.990502675,0.950772718,0.900655758,0.00611106,0.002480457,0.811180794,0.997250847,3
59602,1017.207,390.9985976,195.0682914,2.00441904,0.866660896,60599,275.4770832,0.722343417,0.983547583,0.72385573,0.704547497,0.006560159,0.000997092,0.496387175,0.994967905,2
84154,1169.542,416.68229,258.0397874,1.61479861,0.785176322,85493,327.3349976,0.7574822,0.984337899,0.773130813,0.785574538,0.004951426,0.001163214,0.617127355,0.996536395,0
83589,1101.208,416.8628541,256.9779746,1.622173475,0.787388668,85079,326.2343028,0.727772167,0.982486865,0.866204186,0.782593842,0.004987054,0.001153904,0.612453122,0.99350521,1
64783,1059.216,355.2919274,232.7027318,1.526806001,0.755661765,66071,287.2007615,0.730855144,0.980505819,0.725607654,0.808351498,0.005484339,0.001444458,0.653432144,0.997664118,0
53795,928.116,383.5121875,180.6248688,2.123252408,0.882146257,54602,261.7134336,0.619829473,0.985220322,0.784778789,0.682412299,0.007129142,0.000953684,0.465686546,0.98877008,2
64652,978.747,376.2127996,219.2937613,1.715565447,0.812545196,65266,286.9102352,0.792964726,0.990592345,0.848107572,0.762627522,0.005819043,0.001214175,0.581600738,0.997774129,1
52161,914.105,378.932703,177.706341,2.132353302,0.883216518,52893,257.7080672,0.582993372,0.98616074,0.784446995,0.680089275,0.007264675,0.000958649,0.462521422,0.986259081,2
81102,1092.987,414.497513,254.0810271,1.631359561,0.790094041,83068,321.344478,0.78336714,0.976332643,0.853122577,0.775262741,0.005110817,0.001138848,0.601032318,0.980499818,1
55718,913.737,351.3318444,207.7851271,1.690842118,0.806362745,57302,266.3500722,0.798721312,0.972356986,0.838615646,0.758115373,0.006305536,0.001284822,0.574738918,0.97179277,2
69053,1142.711,400.1190566,221.0364114,1.810195226,0.833561544,70386,296.5147725,0.667875658,0.981061575,0.664537662,0.741066359,0.005794376,0.00107799,0.549179348,0.994121834,0
41780,744.211,257.1975541,207.0124766,1.242425376,0.593441243,42194,230.6424683,0.763077148,0.990188178,0.947951526,0.896752184,0.006155997,0.002455658,0.804164479,0.999114355,3
45137,774.785,272.9422702,210.7777727,1.294929094,0.63532721,45520,239.7294586,0.769101009,0.991586116,0.944887593,0.878315618,0.006046974,0.002219833,0.771438324,0.99895793,3
